,sensor2.temperature,sensor2.gas,sensor2.humidity,sensor2.pressure,sensor2.altitude
0,1.0,1.0,0.0,0.0,1.0
1,0.9840264389975175,0.1655179302766956,0.2048349798912419,0.052494235464905614,0.947463865827423
2,0.9798953456348087,0.03775846568774344,0.2090862360286856,0.036947386514952996,0.9630226391632535
3,0.9785183145139058,0.9552492258515632,0.2637674583697205,0.041158278685486493,0.958808476994188
4,0.04296337097218128,0.7801418439716312,0.8995792687671305,0.9832668707736048,0.01671928563864178
5,0.040209308730375426,0.7222055738687445,0.89065339469267,0.9850508528102182,0.014936757107709031
6,0.035802809143483216,0.6351013884726799,0.9104100708095721,0.9850899640484272,0.014897677795525865
7,0.03304874690167736,0.548696433922685,0.9147462867053235,0.9868739056472577,0.01311519513552728
8,0.028642247314785152,0.45699730296673663,0.907977697652175,0.9893969733769836,0.010594199947372651
9,0.024235747727892942,0.36889421636200176,0.9166841571356734,0.9910920003416095,0.008900571348984254
10,0.017901404571738055,0.2732993706922385,0.9186988496296422,0.9925452982584488,0.007448476221291411
11,0.011291655191406846,0.16991309559484563,0.9361839183247227,0.9938457198900892,0.00614913386387439
12,0.004957312035244854,0.0890020976925382,0.9514700701393295,0.9936429331447698,0.006351752120852705
13,0.0005508124483597499,0.0,0.977883500727387,0.9961657588881963,0.0038310274210520134
14,0.0,0.38317850364598943,1.0,1.0,0.0
